AGAPPL,Commodity_Crop_ACRE,Hay_ACRE,Permanent_Pasture_ACRE,Noncommercial_Woodland_ACRE,Commercial_Timber_ACRE,Other_Crops_ACRE,Homesite_ACRE,Road_Waste_Pond_ACRE,CRP_ACRE,Conservation_Practices_ACRE,Other_Use_ACRE,STATED_TOTAL_ACRES,GROSS_INCOME,GROSS_INCOME_2,GROSS_INCOME_3
2173,,,,,,,,,,,,,,,
2174,52.11,,,4.63,,,,0.26,,,,57,,,
2175,351,,,30,,,,12,,,,393,,,
2176,55.346,,,,,,,,,,,55.346,,,
2177,,,,,,,,,,,,,,,
2178,,16.015,,10.75,,,1,0.918,,,,28.683,,,
2179,32,2,,,,,1,5,,,,40,,,
2180,,,,,,,1,4,18.65,,,23.65,,,
2181,104.76,,,23.99,,,,0.216,,,,128.966,,,
2183,125,,,,,,2,2.992,,,,141.41,,,
2184,92.387,,,,,,,2.755,,,,95.142,,,
2185,11.95,,,8.157,,,1,0.183,,,,21.29,,,
2187,,,,,27.204,,,,,,,27.204,,,
2188,,,,,,,,,,,,,,,
2190,26.227,,,3.34,,,1,0.919,,,,31.486,,,
2191,,,,,,,,,,,,,,,
2192,,,,,,,,,,,,,,,
2193,99.445,,,3.914,,,,2.732,0,,,106.091,,,
2194,73.68,,,33.52,,,,1.027,7,2,,117.227,,,
2195,82.62,,,28.88,,,1,4.04,,,,116.54,,,
2196,68.548,4,0,,,,,2,,,,74.548,,,
2197,,5.948,,,,,1,0.39,,,,7.338,2900,,
2198,,4.73,,,,,0,3.35,,,,8.08,5184,,
2199,87.437,21,16.423,6,,,1,17.577,,,,149.437,,,
2200,177.08,,,2.34,,,,4.351,0.106,,,183.877,,,
2201,,,,,,,,,,,,,,,
2202,,,,,17,,,,,,3.62,20.62,,,
2203,,,,,,,,,,,,,,,
2204,38.7,,,,,,1,4.3,0,,,40,,,
2205,,,,,,,,,,,,,,,
2206,,52,,8,,,,9.144,3.1,,,72.244,,,
2207,26,0,0,8,0,0,1,5,0,0,0,40,,,
2208,16,,,,,,0,1.077,0.51,,,17.587,,,
2209,27.45,,,,,,1,11,,,,39.45,,,
2210,10,,,31.544,,,,,,,,41.544,,,
2211,40,2,,9,,,,2,,,,BLANK,,,
2212,82,,,16,,,0,0.833,,,,BLANK,,,
2213,,32.089,,,,,,,,,,32.089,,,
2214,130,,,30,,,,,,,,160,,,
2216,36.522,,,,,,,,,,,36.522,,,
2217,70.146,,,,,,,,,,,70.146,,,
2218,79.1,,,16.89,,,,4,,,,BLANK,,,
2219,70,,,,,,1,2.814,,,,73.814,,,
2220,74,,,36,,,1,1,,,,117.9996,,,
2221,93,,,55.88,,,,5.4,,,,154.28,,,
2222,6.2,,,,,,1,0.72,,,,7.92,,,
2223,,,,,,,,,,,,,,,
2224,,,,,,,,,,,,BLANK,,,
2225,,,,,,,,,,,,,,,
2226,146,,,,,,,6.091,,,,152.091,,,
2227,166.29,,,20.833,,,,2.639,5.4,1.428,,197.14,,,
2228,33.5,,,,,,,6.257,,,,39.757,,,
2229,15.5,,,,,,,,,,,15.5,,,
2230,,,,,,,,,,,,,,,
2231,500,,,7,,,1,11.6,5.19,0.34,,529.06,,,
2232,,,,,33.035,,,,,,,33.035,,,
2233,228.271,,,,,,,,7.99,,,236.261,,,
2234,100,,,,,,,,,,438.194,538.194,,,
2235,41.589,,,,,,,0.005,,,,BLANK,,,
2236,24.3,,,,,,,1.7,,,,26,,,
2237,26.944,,,8.076,,,1,3.655,0.8,,,40.475,,,
2238,62.329,,,15.607,,,,2.325,,,,80.261,,,
2240,154.63,,,,,,,1.902,0.42,,,156.952,,,
2241,69.8,,,,,,1,9.2,,,,80,,,
2242,32.159,,,,,,,,,,,32.159,,,
2243,118.55,,,42.002,,,1,3.544,18.1,1.256,,185.352,,,
2244,,,,2.5,,,,,,,2.5,5,,,
2245,10.72,7.992,,,,,,,2.71,0.42,,21.842,,,
2246,65.03,12,,,,,,0.75,,,,77.78,,,
2247,,7.468,,,8.5,,,0.354,,,,16.322,,,
2249,117.055,,,6.527,,,,1.468,,,,BLANK,,,
2251,,,,,,,,,,,,,,,
2253,59.968,,,,,,,2.511,,,,62.479,,,
2254,70,,,10,,,,1.074,,,,BLANK,,,
2255,,,,,,,,,,,,,,,
2256,87.04,,,8,,,1,7.146,,,,103.186,,,
2259,,10.01,,,,,1,,,,,BLANK,2000,,
2260,61.81,,,14.7,,,1,2.49,,,,80,,,
2261,17.66,,,,0.47,,,0.05,0.89,,,19.07,,,
2264,,,,,,,,,,,,,,,
2265,433.707,,,16.5,,,1,4.081,30.659,1.417,,483.368,,,
2266,32.631,,,3.712,,,,2.491,,,,38.834,,,
2268,,,,,,,,,,,,,,,
2269,,6.241,,0.5,,,1,1.5,,,,9.241,2964.48,,
2270,317.21,2,,12.4,,,2,0.151,,0.001,,337.362,,,
2271,253.107,,,20.4,,,2,6.092,,3.898,,289.497,,,
2273,,,,,,,,,,,,,,,
2274,83,,,,,,,1,,,,84,,,
2275,53,1,1,,,,1,0.312,,,,56.312,,,
2276,5,,,,,,0,1,,,,BLANK,3121,3121,3121
2277,,,,,,,,,,,,,,,
2278,10.69,,,,,,1,,,,,11.69,,,
2279,,110.1,,12,,,,,,,,122.1,,,
2280,,18.97,,,,,1,2.1,,,,22.97,,,
2283,53.73,,,,,,1,3.84,1.1,1.281,,56.83,,,
2284,36.75,,,,,,,1.73,,,,38.48,,,
2285,148.62,,,85.243,,,,0.423,,,,248.093,,,
2287,95,0,0,0,0,0,2,55.22,0.78,0,0,BLANK,,,
2288,142.65,,,11.998,,,1,7.823,1.65,,,164.932,,,
2289,25.207,,,1.67,,,0,2.52,17.32,,,46.72,,,
2292,51.24,0,0,31.628,0,0,2,1,5.66,,0,91.528,,,
2293,196,,,14.314,,,,1.889,,,,212.203,,,
2294,123,28.37,,,,,1,1.6,,,,BLANK,,,
2295,116.6,,,3,,,1,0.76,1.34,,,123.7,,,
2296,34.688,,,,,,,,,,,BLANK,,,
2297,17.045,,,,,,,,,,,17.045,,,
2298,60.553,,,1,,,,,,,,61.553,,,
2299,56,0,0,0,0,0,0,0.113,1.84,0.047,1.5,59.5,,,
2301,79.918,,,12.7,,,1,2.6,2.18,,,98.398,,,
2302,102,,,,,,,,,,,116.863,,,
2304,,,5.369,,,,1,6.59,2.91,,,15.87,,,
2305,39.86,,,11.57,,,,,,,,51.43,,,
2306,,,9,,,,1,,,,,10,,,
2307,12.5,,,,,,1,0.56,,,,14.06,,,
2308,59.63,,,,,,,3.941,,,,63.571,,,
2309,17,,,11,,,1,3,,,,32,,,
2310,155.51,,,16.273,,,,,2.1,,,173.883,,,
2311,95,27,,20,,,,56.64,,,,BLANK,,,
2312,,,,,,,,76.577,36.32,11.081,,64.778,,,
2313,88.63,,,,,,,1.935,,,,105.575,,,
2314,37.82,,,,,,1,1.18,,,,40,,,
2315,259.778,,,,,,,,,,,259.778,,,
2316,74.83,,,,,,1,7.88,,,,83.71,,,
2317,50.718,,,,,,,7,,,,57.718,,,
2319,,,,,,,,,,,,,,,
2320,50.89,,,3.31,,,,,1.87,,,56.07,,,
2322,120.63,,,18,,,,4.793,13,1.077,,157.5,,,
2323,37.39,,,13.897,,,,,,,,51.287,,,
2324,97.5,,,,,,1,2.5,,,,101,,,
2325,,,,,18.31,,1,,,,,19.31,,,
2326,82.32,,,15.49,,,1,3.338,10.02,0.242,,116.41,,,
2327,38.91,0,0,0,0,0,1,1.22,0,,,45.09,,,
2328,121.93,,,29.95,,,,0.33,6.66,,,158.54,,,
2329,3,,,10,,,1,2,,0,,BLANK,,,
2330,3,,,2.928,,,1,3,,0,,9.928,1844.34,,
2331,,,,,10,,1,2.63,1.37,,,15,,,
2332,,,,,,,,,,,,,,,
2333,,,,,,,,,,,,,,,
2334,40.75,,,5.44,,,1,2.934,5.821,,,56.155,,,
2335,,,7,10,,,1,8.68,,,,BLANK,,,
2336,33.74,,,,,,0,6.724,,,,40.464,,,
2337,126.982,22,18,33.327,76,,1,3.742,,,,BLANK,,,
2338,258,,,43.9,,,,6.06,12,0.87,,313.9,,,
2339,36.587,,,3,,,,,,,,39.587,,,
2340,307.663,0,0,9.76,0,0,0,5.876,0,0,0,323.299,,,
2341,91.51,,,,,,,4.586,2,0.022,,98.118,,,
2342,46.849,,,1.086,,,1,1.405,,,,50.34,,,
2344,,,,,,,,,,,,,,,
2345,,,,,,,,,,,,BLANK,,,
2346,51,0,0,14.57,0,5,1,3,0,0,0,74.57,,,
2347,109.75,0,,,,,,20.085,0,,,129.835,,,
2348,175.43,,,12.63,,,1,8.74,,,,197.8,,,
2351,57.39,,,,,,,4.69,,,,62.08,,,
2352,183.4,,,,,,1,0.42,5.5,4.269,,205.269,,,
2353,98.183,,,,,,,,,,,98.183,,,
2355,9,,,,,,1,1,,,,11,,,
2357,140.79,,,7.83,,,,1.006,,,,149.626,,,
2358,75.566,,,,,,,1.392,,,,76.958,,,
2359,253.88,,,,,,,30.099,4.39,0,,268.733,,,
2361,130.671,,9,12,,2,,,,,,153.671,,,
2362,76,,,,,,0,3.563,,,,79.563,,,
2363,195.4,,,10.13,,,1,1.735,5.74,0.168,,217.233,,,
2364,14.82,,,3.243,,,0,3.5,,,,BLANK,,,
2365,,3.896,,40.976,,,1,3.364,,,,49.236,,,
2366,,,,,,,,,,,,,,,
2367,38.64,0,0,0,0,0,0,1.36,0,0,0,40,,,
2368,,,,,,,0,3.528,,,,3.528,,,
2369,11.068,,,6.843,,,,0.024,,,,BLANK,,,
2371,676.665,,,21.62,,,,16.351,27.791,5.05,,747.476,,,
2372,102.044,,,2,,,,,,,,104.044,,,
2373,51,,,23.75,,,,2,,,,BLANK,,,
2374,80.39,,,7.43,,,,1.05,,,,88.87,,,
2378,,,,,,9.5,,,,,,,2600,,
2379,18.7,2.3,,15.451,,,,,,,,36.451,,,
2380,,,,,,,,,,,,,,,
2381,32.75,,,2.22,,,1,0.92,2,,,40,,,
2382,248.2,0,0,7.88,0,0,1,0.02,7.66,0,0,266.837,,,
2383,78.991,33.03,24.5,40,80,,,,,,,BLANK,,,
2384,,,,,,,,,,,,,,,
2386,64.41,,,,55.07,,1,5.015,16.099,0.519,,136.797,,,
2387,37.997,,,,,,,,,,,BLANK,,,
2389,,,,,,,,,,,,,,,
2391,,,,,,,,,,,,,,,
2392,15.41,,,10.818,,,,0.567,,,,26.795,,,
2393,74.5,,,,,,,2.728,0.5,0.272,,78,,,
2395,,,,49.176,,,,0.353,109.904,0,,159.433,,,
2398,204.03,35,27.32,40.14,,,1,12.51,,,,BLANK,,,
2399,95.996,,,,,,,0.362,0.67,0.688,,97.716,,,
2401,,,,,,,,,,,,,,,
2403,109.905,,,,,,,1.368,,,,111.273,,,
2404,142,,,,,,1,10.458,,,,153.458,,,
2405,40,10,0,0,0,0,1,9,0,0,0,60,,,
2406,,18,,,,,1,,,,,BLANK,,,
2409,,39.5,,,,,,,,,,BLANK,,,
2410,84.169,,,,,,1,,,,,85.169,,,
2411,,,,,,,,,,,,,,,
2412,11.79,,,4.36,,,,0.408,,,,16.558,,,
2413,20.294,,,,,,,,,,,20.294,,,
2414,90.89,,,40,,,,1.844,0.001,,,132.735,,,
2416,,,,,,,1,5.5,12.68,,,19.18,,,
2417,109.283,,,4.963,,,1,4.754,,,,120,,,
2418,308.56,,,28.49,,,0,11.04,,,,348.09,,,
2419,216.186,,,,,,1,7.852,,,,225.038,,,
2420,70.96,,,19.28,,,0,22.92,,,,113.16,,,
2421,131.18,,,,,,,7.627,,,,138.807,,,
2422,385.528,,,,,,1,13.434,,,,BLANK,,,
2423,142.98,,,,,,1,3.356,2.5,1.734,,155.57,,,
2424,21.59,,,,,,1,0.91,,,,23.5,,,
2425,146.85,,,,,,0,4.996,24.87,0.662,,182.842,,,
2427,166.6,,,22.3,,,3,,,,,191.9,,,
2428,153.09,,,,,,,5.276,,,,BLANK,,,
2433,126.06,,,,,,,3.063,,3.856,,132.979,,,
2439,37,,,,,,,,,,,BLANK,,,
2440,,7.51,,,,,1,1.369,,,,9.879,,,
2441,66.478,,,,,,,,,,,BLANK,,,
2442,74,,,2,,,1,2,,,,79,,,
2444,,,,,,,,,,,,,,,
2445,223,8,29.685,18,,,2,9.5,2.8,,,292.985,41322.21,65009.59,22314.94
2446,114.839,,,,15.82,,,1.575,0.64,1.755,,134.989,,,
2447,40,,,,,,,,,,,BLANK,,,
2448,,,,,,,,,,,,,,,
2450,,6.25,1,,,,1,5.21,,,,BLANK,,,
2451,10.5,,,,,,1,0.42,,,,BLANK,,,
2452,11.5,9,6,8,0,0,1,0.198,0,0,0,35.698,,,
2453,,,,,,,,,,,,,,,
2455,,,,,,,,,,,,,,,
2457,147.126,,,,,,,,,,,BLANK,,,
2458,,15,,7,,1.5,1,2.5,,,,27,,,
2459,80.1,,,,,,,1.7,8.29,0.364,,90.454,,,
2460,63.9,,,10.1,,,1,5,,,,80,,,
2461,104.721,,,19.13,,,1,0.158,9.66,0.052,,134.721,,,
2462,146.533,,,10,,,,,,,,156.533,,,
2463,,,,,,,,,,,,,,,
2466,53.5,,,,,,1,3,,,,57.5,,,
2469,11,4,,6.057,,,,,,,,21.057,,,
2471,120,,,,,,,,,,,BLANK,,,
2473,161.089,,,,,,,,,,,161.089,,,
2474,20.43,,,,,,,,,,,BLANK,,,
2475,409.26,,,,,,,12.2,,,,421.46,,,
2476,96.2,,,22.089,,,,,,,,118.289,,,
2477,117.197,0,0,2.2,0,0,1,0,0,0,0,120.397,,,
2478,138.96,0,0,4.7,0,0,1,0,0,0,0,144.66,,,
2479,151.09,,,1,,,,12.599,,,,164.684,,,
2480,,,,,,,,,,,,,,,
2481,,,,20.4,,,,,,,,BLANK,,,
2482,31.5,,13.5,2.083,,,1,4.156,,,,52.239,,,
2483,89.81,,,,,,,,,,,89.81,,,
2484,,,,10.16,,,,0.704,6.1,,,16.964,,,
2485,126.81,,,10.18,,,2,0.758,3.179,,,BLANK,,,
2486,111,20.136,,2.118,,,1,339.062,0,,,BLANK,,,
2487,53.68,,,12.18,,,,0.24,1.31,,,67.41,,,
2489,721.51,0,0,20.49,,,0,40.806,5.9,,,787.706,,,
2490,5,5,1.5,4,,,1,4.08,,,,20.58,,,
2491,145,,,9,,,2,0.614,,,,163,,,
2492,88.21,,,,,,,2.155,3.4,0.545,,94.31,,,
2493,,147.12,,15.54,,,,15.588,,,,178.248,,,
2494,285.7,,,,,,,,7.28,,,BLANK,,,
2495,73,7,20,16.5,,,1,2.5,,,,BLANK,,,
2496,,,,,17.08,,,,,,,17.08,,,
2497,212,,,80,,,2,11.573,0.3,,,305.873,,,
2498,,,,,,,,,,,,,,,
2499,,,,,,,,,,,,,,,
2500,64.127,,,0.054,,,,0.849,,,,65.03,,,
2501,123.77,,,2.68,,,,8.6,2.9,,,137.95,,,
2505,,,11.279,,,,1,2,,,,14.279,,,
2506,102.1846,,,10.4,,,,3.6434,,,,116.228,,,
2507,77.193,,,,,,,0.9,,,,78.093,,,
2508,69.567,,,,,,,,,,,BLANK,,,
2509,,86.28,,,,,,4.473,4.81,,,95.563,,,
2510,100.94,,,,,,0,9.786,,,,110.726,,,
2512,28.16,,,6.1,,,1,4.74,,,,40,,,
2513,20,,,,,,,,,,,BLANK,,,
2514,452.994,,,,,,,,,,,BLANK,,,
2515,171.5,0,0,0,0,0,2,747.46,4.08,0,0,BLANK,,,
2516,156.288,,,,35.91,,,121.544,,0,,313.742,,,
2517,64,,,10,,,1,2.75,,,,77.75,,,
2518,100,,,,,,1,4,,,,105,,,
2519,84.84,,,,,,,,,,,84.84,,,
2520,217.817,,,,,,1,2,,,,220.817,,,
2521,64.838,,,,,,,,,,,BLANK,,,
2522,95,,,,,,,,,,,BLANK,,,
2523,132.987,,,,,,0,2.654,,,,135.641,,,
2524,7.18,,,,,,,,,,,7.18,3336,,
2525,,,,,,,,,,,,,,,
2526,182.119,,,12.411,,,1,4.47,,,,200,,,
2527,271.47,,45.6,51.7,,,1,13.3,,,,383.07,,,
2528,69.84,,,,,,,3.817,,,,73.657,,,
2529,160,,,,,,,,,,,160,,,
2531,216.67,,,7.627,,,,8.586,,,,232.883,,,
2532,17.809,,,,,,,,,,,17.809,,,
2534,155.31,31.76,,43.12,,,1,4.91,1.2,,,237.3,,,
2535,60,,,,,,,,,,,60,,,
2537,101.6,,,5.3,,,,3.97,,,,110.87,,,
2538,,,,,,,,,,,,,,,
2539,82.99,,,,,,0,8,,,,BLANK,,,
2540,138.57,,,,,,,,,,,138.57,,,
2541,67,,,11,,,1,1,,,,80,,,
2542,61.47,,,13.25,,,0,4.83,,,,79.5,,,
2544,127.695,,,,,,,,,,,127.695,,,
2545,,279.596,,90.026,,,,4.179,11.41,6.866,,386.697,,,
2546,76.212,,,,,,,,,,,76.212,,,
2547,13.674,,,,,,,,,,,13.674,,,
2550,205,,,,,,,6.061,,,,211.061,,,
2551,,,,,13.235,,0,1.671,,,,14.906,,,
2552,63.89,,,3.04,,,0,1.06,35.828,,,BLANK,,,
2555,,,,,,,,,,,,,,,
2556,72.2,,,18.6,,,1,8.401,,,,100.201,,,
2557,109,,,13.959,,,,,,,,122.959,,,
2558,72.013,,,20.006,,,1,4.041,,,2,99.06,,,
2560,21.978,,,9.769,,,,4.842,15.5,,,52.089,,,
2562,,,,,,,,,,,,,,,
2563,161.35,,,,,,,,,,,BLANK,,,
2564,46,,,,,,,,,,,46,,,
2567,66.08,,,13.92,,,,,,,,80,,,
2568,25.72,,,,,,,0.799,,,,26.519,,,
2569,366.869,,,33.25,,,1,15.834,3.34,4.442,,431.38,,,
2570,156.77,,,32.804,,,,,,,,189.574,,,
2572,189.13,,,,5.48,,1,10.733,3.6,0.978,,210.921,,,
2573,707.183,,,,90.447,,2,28.344,15.21,15.722,,857.396,,,
2576,60.54,,,5.17,,,,2.388,,,,68.098,,,
2577,90,,,20,,,,,,,,110,,,
2578,,,,,,,,,,,,,,,
2579,,,,,,,,,,,,,,,
2580,,,2.197,5.18,,,1,2.842,105.401,,,121.28,,,
2581,26.252,,,,,,,0.79,1.22,,,28.262,,,
2584,138,22,,0,0,0,0,,,,,BLANK,32500,2860,
2586,,,,,,,,,,,,,,,
2589,55.3,,,38.474,,,1,5.91,,,,100.684,,,
2590,148.681,9.41,5.27,,49.27,,1,3.375,,,,217.006,,,
2592,120,,,28.115,,,1,2,,,,157.115,,,
2593,211.1,,,9.2,,,,10.479,,,,230.779,,,
2594,127.08,,,7.95,,,,2.53,,,,137.56,,,
2596,221,,,15,,,,7,0,,,241,,,
2598,182.144,,,,,,,,,,,BLANK,,,
2599,248.423,,,33.795,,,,9.963,,,,292.181,,,
2601,68.01,,,29,,,,2.676,4.064,,,BLANK,,,
2602,23.93,,,29.388,,,,4,,,,57.318,,,
2603,66.87,,,15.38,,,,3.868,,1.822,,87.94,,,
2605,73,,,2,,,1,4,,,,80,,,
2606,56.11,0,0,12.6,0,0,1,1.388,1.9,0.612,0,75.61,,,
2607,44,,,34.88,,,1,4,,,,83.88,,,
2612,,,,,32.24,,1,1.5,,,,34.74,,,
2613,,55,,7,,,1,17,,,,80,,,
2614,239,,,44,,,1,5.373,,,,289.373,,,
2615,12.626,,,,,,,,,,,12.626,,,
2616,35,8,,25.53,,,1,0.1,2.9,,,73.53,,,
2618,60,,,,,,,,,,,60,,,
2619,40,,,,,,,,,,,BLANK,,,
2620,100,,,26.475,0,0,0,5,0,0,0,131.475,,,
2623,385.834,,,36.55,,,,5.464,20.95,3.619,,452.339,,,
2624,35.39,,,,,,,1.346,,,,36.736,,,
2626,157.465,,,,,,,,,,,157.465,,,
2627,,,,,,,,,,,,,,,
2628,87.731,,,0.314,,,,1.816,,,,89.861,,,
2629,,,,,,,,,,,,,,,
2630,50.4,,,,,,,,,,,50.4,,,
2631,69.951,,,1.61,,,0,6.666,,,,78.227,,,
2632,,,,,,,,,,,,,,,
2633,246.94,,,,,,,11.99,,,,258.93,,,
2634,186.067,8.89,,6.9,,,,9.761,0,,,211.618,,,
2635,31.647,,,24.794,,12,1,4.54,,,,BLANK,,,
2636,30,5,20,,,,,1.313,,,,BLANK,,,
2638,176.33,,,9.6,,,1,10.17,,,,197.1,,,
2639,86,,,10,,,0,1.53,,,,97.87,,,
2640,37,,,,,,,,,,,37,,,
2641,8.615,,1,1.013,,,2,0.661,,,,13.289,14063,,
2642,22.1,,,8.5,,,,1.4,0,,,32,,,
2645,142.42,,,10.062,,,1,6.518,,,,160,,,
2646,30,,,10,,,,,,,,40,,,
2649,284,,,,,,2,16.185,,,,302.185,,,
2651,127.172,,,25.4,,,2,6.469,,,,161.041,,,
2653,290,,,,,,,4.87,,,,294.87,,,
2654,138.779,,,3,,,,1.178,,,,142.957,,,
2659,69.45,,,12.589,,,1,3.769,,,,89.808,,,
2660,99,,,,,,,,,,,99,,,
2661,142.12,,,14.944,,,,0.04,,,,162.104,,,
2663,120.09,,,14,,,1,4.999,,,,140.089,,,
2664,17,,,,,,,,,,,BLANK,5969.04,,
2666,30,13,15,12,,,1,4.038,,,,BLANK,,,
2667,46.255,,,,,,,,,,,46.255,,,
2671,27.489,,,,,,,1.43,8.57,,,37.489,,,
2672,310.522,,,3.218,,,1,19.762,3.38,,,337.88,,,
2677,101,,,,37,,,2,,,,140,,,
2681,75,,,21,,,1,0.501,5.1,2.087,,111.488,,,
2682,432.47,,,,,,,,,,,BLANK,,,
2683,107.433,,,,,,0,1.687,,4.812,,124.6,,,
2684,,,,,,,,,,,,,,,
2685,72,,,,,,2,1.56,0.59,,,80,,,
2687,76.98,,,,,,1,1.71,,,,79.69,,,
2688,,,,,,,,,,,,,,,
2689,20.683,,,,,,,18,,,,BLANK,3000,,
2691,6.1,,,,,,0,4,,,,BLANK,,,
2692,29.8,,,,,,,,,,,29.8,,,
2693,71.57,0,0,0,0,0,1,7.036,0,0,0,79.606,,,
2694,84,,,,,,1,0.58,,,,85.58,,,
2695,107,,,45.749,,,,4.88,,,,166.749,,,
2696,,,,10.163,,,,,,,,BLANK,,,
2697,14,,,8.41,,,1,0.5,,,,23.91,,,
2699,77.85,,,,,,1,0,0.79,0,,80,,,
2700,34.603,,,4.6,,,1,4.905,,,,45.108,,,
2702,267.93,,,6,,,2,7.762,,,,283.692,,,
2703,0.509,,,,,,1,0.766,3.7,,,BLANK,,,
2704,,,,22,,,0,1.957,36.801,,,64.758,,,
2705,9,,,16.482,,,1,5.39,,,,31.827,,,
2706,,7.44,,,,,,,,,,7.44,,,
2707,2,,,,,,1,1.233,,0.027,,5.01,,,
2708,,,,,12.149,,,,,,,BLANK,,,
2709,,55.5,,,,,1,4.978,,,,61.478,,,
2711,,,,,,,,,,,,,,,
2713,76.727,,,0.861,,,,2.412,,,,80,,,
2716,11.822,,,0.548,,,,0.13,,,,12.5,,,
2719,6,,,8.694,,,,,,,,14.694,,,
2721,,,,,17.48,,1,1,,,,BLANK,,,
2723,16.749,,,,,,,,,,,BLANK,,,
2725,125,,,,,,,7.612,,,,BLANK,,,
2726,,19.675,,,,,,0.33,,,,20.005,,,
2730,,5.521,,12.72,,,,,,,,12.72,2500,,
2731,30,,,6,,,0,7,,,,BLANK,,,
2733,54,,,9,,,,4.6,,,,BLANK,,,
2734,110,17,20,,,,1,13.557,,,,161.557,,,
2736,,,,,,,,,,,,,,,
2737,16,,,,,,,,,,,16,,,
2738,54.3,,,4,,,0,1.76,12.9,,,76.62,,,
2739,228.18,,7.221,36.922,,,2,6.477,12.74,0.157,,301.577,,,
2740,10,,,,20.084,,,,,,,30.084,,,
2741,72,,,13.022,,,,9.299,3.4,17.701,,115.422,,,
2742,34.678,16,,,,,1,1,,,,BLANK,,,
2744,87,,,10,,,,3,,,,100,,,
2745,104.5,,,8.52,,,0,40.154,,,,153.174,,,
2746,67.311,,,4,,,1,,,,,72.311,,,
2747,31.06,,,0.67,,,,1.28,,,,33.01,,,
2748,,,,,,,,,,,,,,,
2749,,,,6.399,,,,,6.59,,0.55,13.539,,,
2750,80,,,,,,,0.43,,,,80.43,,,
2752,43.7,,,,,,,7.074,,,,50.774,,,
2755,23.26,,,,,,,2.34,,,,25.6,,,
2758,,,,,,,,,,,,,,,
2759,150,,,,,,,6.729,,,,156.729,,,
2760,4.5,,,,,,1,0.852,,,,6.352,3600,,
2761,60.67,,,8.26,,,,1.26,,,,70.19,,,
2762,228.6,,,4.68,,,1,9.973,4.43,,,248.683,,,
2764,,,,,,,,7.01,12.1,,,BLANK,,,
2767,214.65,,,27.257,,,,4.891,,,,246.798,,,
2768,313.76,,,29.3,,,1,3.999,9,0.533,,358.322,,,
2769,,,,,,,,,,,,,,,
2770,,,10,5,,,,,,,,15,,,
2771,8,,,,,,1,3.36,3.9,,,16.26,,,
2772,70.176,,,8.606,,,1,4.66,,,,84.442,,,
2773,518.764,,,32.976,,,,13.856,46.826,,,612.422,,,
2774,99.23,,,,,,,4.529,,,,103.759,,,
2777,59.02,,,17.15,,,,3.44,,,,BLANK,,,
2778,11.16,,,24.34,,,1.81,,2.33,,,BLANK,,,
2779,18.1,,,,,,1,2.5,,,,21.5,,,
2780,,2.5,2.2,,,,1,1.042,,,,6.742,2650,,
2783,40.982,,,,,,,1.382,,,,42.364,,,
2784,139.1,,,,,,1,4.9,,,,145,,,
2785,79.725,,,,,,,,,,,BLANK,,,
2786,9.175,,,,,,,,,,,BLANK,,,
2787,10,,,,,,1,4,,,,15,,,
2788,187.25,4.7,10.75,33.09,,,1,13.21,,,,250,,,
2789,40,,,40,,,,,,,,80,,,
2790,,,,,,,,,,,,,,,
2791,63.91,,,10.29,,,1,4.8,,,,80,,,
2793,7,,,2.429,,,1,,,,,11.599,,,
2794,39.002,,,,,,,,,,,39.002,,,
2796,55.653,,,23.99,,,,0.907,,,,80.55,,,
2798,23.9,,,1.3,,,1,3.03,0.5,,,29.73,,,
2802,77.518,,,,,,,,,,,BLANK,,,
2803,,80,20.078,10,,,1,2,,,,113.078,,,
2809,23,0,0,13,0,4,0,0,0,0,0,40,,,
2811,,78.42,,,4.24,,,4.351,10.35,0.238,,97.599,,,
2812,15,,,,,,1,,,,,16,,,
2813,139.23,,,6.026,,,1,15.03,,,,141.246,,,
2814,3.6,,,6.719,,,1,1.688,,,,13.007,,,
2818,41.53,,,,,,,,,,,41.877,24037.18,,
2819,,20,,15,,,,2.92,,,,37.92,,,
2821,188.28,,,,,,,,,,,BLANK,,,
2823,3.2,,,5,,,1,2.078,14.486,,,25.764,,,
2825,23.71,,,11.38,,,1,1.5,,,,37.59,,,
2830,,,,,,,,,,,,,,,
2831,5,,,,,,,0.255,,,,5.255,,,
2832,72.881,0,0,5,0,0,0,0,0,0,0,77.881,,,
2835,32.2,3.5,,,,,0,1.3,0,,,39.29,,,
2836,72.27,,,3.5,,,,2.73,0,,,BLANK,,,
2837,47.67,,,,,,,,,,,BLANK,,,
2840,,,,,,,,,,,,,,,
2842,65.92,,,,,,,,,,,65.92,,,
2843,5,15,,20,,,,,,,,BLANK,2500,,
2845,,,10,9,,,1,0.314,,,,20.314,,,
2846,48.69,,,,,,,,,,,48.69,,,
2847,12.74,,,,,,1,1,,,,14.74,,,
2848,19.8,,,,,,,0.7,,,,20.5,,,
2849,74.999,,,,,,,,,,,74.999,,,
2850,89,,,,,,,1.857,,,,90.857,,,
2851,56.618,,,,,,,0.497,,2.544,,59.659,,,
2852,,,,30,,,,,,,,30,,,
2853,202.34,0,1,28.961,,`,1,0.23,0,,0,BLANK,,,
2854,35,,,13.798,,,,,,,,48.798,,,
2855,,,,,,,,,,,,,,,
2857,,13,,,,,1,3.98,,,,17.98,,,
2858,10,,,13.445,,,,,,,,23.445,,,
2860,8.86,,,,,,1,0.683,0,,,15.023,,,
2861,,,,,,,,,,,,,,,
